Hygienerating;Geschmacksrating;Inspektor;PLZ
 68;139;4;14129
 55; 55;3;10709
 49;156;3;12559
 93; 96;4;10711
 64; 50;2;13407
 60; 68;3;14193
175; 85;2;14197
 27;109;4;14109
142; 36;3;10969
136; 30;4;12277
168;107;4;10249
151;115;3;10551
157; 93;4;12209
 50;122;4;10367
154; 30;4;10783
132; 47;3;10315
 54; 51;2;12629
140; 59;3;13347
140; 77;4;10785
104; 50;3;13407
 39;100;3;12589
 46;124;4;13125
 61;129;4;12279
151; 92;4;12249
115; 39;4;12059
 30; 81;4;10715
166; 26;4;13125
184; 99;3;10789
109;101;4;10585
 85; 96;4;12099
116; 31;2;10711
122; 65;2;13465
 83; 36;2;13057
 48;121;4;12587
166; 86;3;10585
143; 63;4;12589
161; 95;3;12203
 67; 63;3;13593
 63;147;1;12055
112; 40;3;13353
168; 39;3;13403
136; 71;4;12043
 93; 61;4;10587
 86;122;4;13359
149; 53;4;12169
 74; 59;3;13187
117; 54;3;10365
149; 59;3;10709
 84;101;4;10178
130; 26;3;13509
 19; 94;2;12051
116;111;4;10963
131; 39;3;12305
 59;109;3;10317
130; 68;3;12623
 98; 25;4;10178
 84; 98;4;12689
106; 48;3;12169
160;107;4;14199
 55;111;4;12101
126; 58;4;13057
112; 44;3;14165
 47;146;3;12101
146; 49;3;10627
 86; 99;4;10119
158; 33;3;13505
 58;107;3;10717
 49;134;2;10997
 38;100;3;13439
116; 37;3;10115
 89;112;4;12049
 62; 88;4;10997
 49;110;4;10623
 57;120;3;14109
 98; 49;4;14197
 82;111;4;14195
 78;127;4;12685
156; 50;3;12307
150; 57;4;10825
111; 45;2;12557
138; 37;2;14169
107; 50;4;12687
 87; 54;4;12627
 53; 56;2;10365
 85;115;4;10557
 51; 59;2;13465
 90;110;1;13086
 20;115;4;13089
 96; 30;2;10719
168; 90;4;10963
141; 45;3;12619
152; 32;3;13437
 17; 94;4;10119
 98; 40;4;10623
113; 44;3;12167
 67;110;4;13127
166; 94;4;13351
165; 30;4;10963
 41;117;4;12347
144; 67;4;14193
131; 31;2;10789
 98; 55;3;12687
 91; 47;3;10629
 64; 66;3;14057
 94; 33;2;10969
152; 45;3;12279
 90; 48;4;13597
 62; 87;4;12107
 44;136;2;10967
168;108;4;13055
 69; 45;3;12435
163; 47;1;10627
 92; 49;3;13509
 36;121;3;15566
 85; 33;3;12249
164; 29;3;13347
153; 64;4;10719
162;117;3;10585
 91; 33;3;12489
127; 54;4;12629
 83; 46;3;13403
 39;139;2;10553
141; 38;3;10553
147; 40;3;12685
 39;118;4;12555
 84; 58;3;12053
108;124;2;13437
161; 25;3;13597
131; 26;4;14057
138; 53;3;14050
 59;128;4;12459
 53; 62;2;12347
158; 32;4;10827
115; 31;3;12587
104; 39;2;10961
 45; 72;2;10367
139; 75;4;12555
 84; 60;4;10367
165;113;4;13581
 93; 98;4;10437
173; 72;3;12107
 73;114;4;12051
 28;108;4;10119
 50;121;2;13125
 80;108;4;13407
152;118;1;12349
108; 26;3;12689
141; 33;3;10243
126;111;1;12161
 61; 53;3;10963
 68; 68;3;14055
161; 39;4;13357
138; 46;4;12437
 96; 97;4;13407
182; 86;2;12487
104; 28;3;12277
 84;119;4;14129
 63; 60;4;12309
 53;155;1;14053
114; 62;4;12435
100; 56;3;10247
 30; 88;3;10367
123; 31;3;12347
 59; 72;4;12107
106;123;1;12047
 59; 65;3;13587
 41;101;4;10827
 70; 48;2;13086
 88; 27;4;14050
 67;127;4;12249
107; 40;2;10367
173;105;1;10367
 75;119;4;12685
162; 36;2;10719
178; 83;1;12627
125; 54;3;13595
 94; 50;3;10713
 50; 70;2;13585
117; 47;4;12305
101; 51;4;13055
171; 86;2;13053
 99;108;4;10117
149; 73;4;12489
156; 98;4;12679
 94;109;1;10409
107; 29;2;14050
179; 87;1;10369
167; 90;4;10437
 56;144;1;12621
 80;111;3;13593
 34;114;4;10117
 79; 48;4;10781
137; 36;2;12207
149;106;4;12045
 46;100;4;13053
164; 40;3;12627
 44;151;2;10315
149; 40;3;14050
122; 84;4;12527
 75; 68;4;14165
135; 31;3;13503
 81; 41;2;10585
144; 52;3;13349
113; 43;3;10997
 74; 47;3;13187
163;122;2;12619
 81; 65;3;12623
 85;124;4;13505
 75; 45;3;12103
115; 25;4;12159
 78;104;4;13086
131; 66;4;13409
 91; 52;4;13347
 54;110;4;10967
 91; 27;3;12353
 54; 60;2;13088
116; 50;3;10589
 90; 98;4;15566
 99;113;4;12107
 62; 84;4;12099
 44;149;1;12347
130; 30;2;13507
109; 44;3;10789
154; 56;4;13403
 55; 67;2;13187
171;100;1;13509
126; 34;2;12681
 25;105;4;13465
150; 48;4;12623
159; 27;3;12209
151; 57;4;13057
141; 47;2;12629
176; 99;2;10965
111;102;4;12163
121; 29;3;12163
117; 45;4;13585
122; 35;2;12051
 65; 49;2;10115
 50; 58;3;13627
 92; 59;4;10435
 97; 33;2;10779
180; 85;2;13405
121; 57;3;14195
 51; 64;3;10713
 57;118;4;12165
 41;100;4;10777
124; 72;4;12627
 77; 61;4;12555
 88; 34;3;14050
 73;127;4;13583
 40; 70;2;12629
172; 31;3;10243
 86; 41;4;13627
152; 81;3;10785
 91; 90;4;12305
 55; 70;2;10963
 57; 63;3;12099
124; 28;3;13351
155; 92;4;13159
 88; 95;4;10551
 52; 77;4;10709
 55; 89;4;10559
117;110;4;12207
 39; 94;3;10559
 64; 52;3;10249
 53; 60;2;13088
 42;122;4;10435
146; 30;2;10409
161; 93;3;12357
121; 43;3;12689
 85;102;3;10781
 44; 70;4;10713
 75; 52;4;12347
125; 34;2;13355
 68; 66;3;12057
 99; 56;3;12349
 91; 97;3;10629
 93;110;1;10247
 63; 41;4;13595
104; 55;3;12527
 45;110;4;10707
154; 50;3;12357
 47;101;4;10179
116; 40;4;10247
156; 93;4;12351
117; 29;3;12163
108; 33;3;12589
129; 73;4;12526
113; 87;2;13465
 85; 35;3;12619
 16; 88;4;14163
 86; 71;4;10318
131; 33;2;10965
106; 39;2;13587
152; 57;3;12353
171; 96;1;13127
 91; 45;3;13086
149; 98;4;10707
 82; 41;2;10117
154; 43;2;13353
 96; 50;2;13158
 30;100;3;13507
 49;129;2;13359
 72;123;4;12689
 81;104;4;13593
 45;147;3;12109
144; 59;3;13585
173; 31;2;12055
 49; 76;4;13353
 29;104;4;10781
169; 87;4;10779
 84; 46;3;12165
 30; 77;2;14163
 84;109;3;10247
 61; 48;3;10827
 56;111;4;13156
 66;112;4;13435
 33; 84;4;13129
 88;117;4;10713
 71; 50;2;10829
 80; 57;4;13583
 80; 69;4;12559
 61; 52;2;14089
123;124;1;10789
138; 65;4;14055
164; 26;3;14165
131; 54;2;10625
 74; 57;3;13156
102; 59;4;12359
 45; 98;4;10245
143; 97;1;10969
 22; 92;4;13347
120; 43;3;10117
 75; 64;3;12459
 63; 61;4;10719
 45; 73;3;10553
152; 68;4;10249
156; 64;4;10789
132; 75;3;12207
 93; 56;4;14089
 69; 36;1;12165
168; 62;1;10779
152; 64;3;14059
 47;128;2;13403
119; 51;4;13599
 51; 61;3;13629
 57; 51;4;13437
122; 49;4;12619
137; 39;2;10709
 90;122;4;14195
 38;144;1;12621
 45;130;2;12107
133; 40;3;13355
171; 84;2;12057
 86; 40;4;14193
 86; 36;4;12307
121; 44;3;12307
150;114;4;10315
 57; 57;4;13156
 78; 52;4;13089
146; 62;3;10435
 81;113;4;12355
123; 75;4;14052
174; 86;2;10247
164; 84;4;10243
119; 27;3;12489
117; 28;2;12685
179;122;4;13409
 43; 68;3;13409
110;120;3;12527
 40; 98;4;10713
101;114;4;13589
140; 30;2;10365
 12; 94;4;13583
168; 26;4;10711
152; 65;4;10829
156; 66;4;10777
160; 93;3;13351
136; 54;3;14055
 89; 27;4;10783
172; 30;2;14197
 79;127;4;12435
 67;101;4;13509
126; 47;3;12159
109; 39;2;13187
 44; 75;3;12619
 66; 69;4;10825
144; 47;3;12307
153; 62;4;12559
 84; 68;4;10969
115;111;4;10629
115; 63;3;13057
 82;109;3;12349
113;111;4;10787
 74;116;4;10317
167; 98;4;10178
 90; 61;4;13507
 76; 49;3;12099
 87;118;4;12247
167;109;4;10823
 35; 99;3;10965
126; 52;4;12459
153; 80;4;10823
105; 58;4;10365
153; 94;4;12487
 58;100;3;12559
162;101;4;13351
120;118;4;12357
 55; 52;3;10965
 45;127;1;14163
 57; 69;4;12277
105; 25;4;13405
 63; 44;3;14059
 91; 96;3;14165
 75; 49;3;13629
 51;144;2;12045
 23;108;2;10827
110; 41;2;12051
 32;101;4;10247
127; 41;3;13189
 55;109;3;13353
148; 31;3;12351
156; 54;4;12683
 76; 41;3;14193
101; 37;4;10315
122; 46;2;10117
116; 28;2;12207
163;107;4;10783
154; 96;4;12689
122; 66;3;10245
 70; 64;3;10623
 47; 74;4;12109
 53; 74;4;12685
116; 66;3;10999
176; 94;1;10997
 94; 93;4;12169
 16;102;4;10435
168; 97;4;12047
 82; 38;2;10785
166; 31;4;10623
148; 34;2;12157
 81; 35;2;14052
118; 45;3;13583
137; 47;4;12099
110;119;3;14052
147;107;1;12524
131; 50;3;12101
148; 44;3;10711
 56; 56;3;12353
 42; 99;4;12159
 46; 68;3;10178
 88; 47;4;12159
 78; 34;3;12047
155; 42;3;13467
135; 57;3;12685
 58;108;3;13351
120; 37;3;13503
133; 76;3;12689
129; 98;3;12109
 95; 58;4;10437
136; 65;3;13405
 28; 81;3;10713
 34;100;4;12109
 72; 42;2;12357
 70;126;4;13599
142; 68;3;14057
 35;134;3;13057
144; 35;3;12557
 91; 41;3;10585
161; 91;4;12249
 94; 65;4;10717
152; 89;3;12203
 70; 51;3;13357
112; 47;3;10787
151; 43;2;10787
170; 78;4;13465
 82; 60;4;12309
137; 49;4;10625
140; 47;3;13051
146; 59;4;13156
 76; 33;3;12679
146; 39;3;14129
172; 38;4;13403
122; 72;4;12047
118; 54;3;14195
131; 45;4;10829
 15; 89;4;14165
 94; 30;2;10553
153; 25;2;10119
117; 44;3;14050
 44;121;3;14195
 61;113;4;10589
138; 58;3;13465
134; 38;3;13355
 90; 56;4;10405
 27; 82;4;12101
 46; 61;3;12047
133; 79;4;13351
133; 29;3;10719
129; 58;3;13435
 61;119;4;13593
157; 38;4;14197
 34;113;4;10783
137; 53;3;10319
 40;137;1;12437
 53;126;4;13597
 36; 96;3;10585
134; 62;4;13189
 52; 67;3;13587
128; 46;3;13349
110;102;4;13469
 91;117;1;10249
 53;151;3;10551
155; 56;4;10559
 57; 47;2;12355
 76; 70;4;12687
 37; 72;3;12439
 48; 91;4;10555
167; 40;3;12527
 93; 55;3;12623
 60;110;3;12053
 65; 54;3;12099
163; 45;4;12161
132; 36;4;13599
 67;137;2;14055
 70;137;1;13187
134; 76;4;14055
 92; 39;2;12157
 80; 35;3;13509
 25; 83;4;10409
 86;115;3;10319
152;116;3;12209
134; 65;4;12043
108; 36;3;12169
144; 63;4;13507
167; 59;3;12439
 31; 80;3;10585
134; 46;2;10117
 42; 92;4;12167
 76; 43;3;12057
159;114;4;12623
 63; 84;4;10179
105; 52;4;12161
106; 37;3;10709
 43;103;4;12687
106; 36;3;13507
 45;135;2;10247
152; 97;4;12277
 82; 48;2;10559
134; 36;2;13599
147; 87;4;12357
 42; 73;4;12305
 82; 45;3;12169
 95; 38;2;13595
 51;146;1;12157
 30;127;2;12159
 42; 94;3;10777
111; 25;3;14195
 78;118;4;10178
 54; 53;3;12107
 93; 35;2;10711
 82; 68;4;12109
118; 36;3;12203
 53;134;1;13187
 71; 53;3;14055
 84; 35;3;12353
165; 39;3;12439
182;118;3;12109
167;104;1;12049
 82; 31;4;15537
142; 38;3;10629
153; 37;3;14129
144; 65;4;13599
 93; 27;3;10999
117; 41;4;10711
 82;107;4;10551
 57; 58;4;10829
 82; 66;4;12203
121; 50;3;10551
115; 32;2;13593
 28;111;4;13053
 34; 77;4;10715
104; 48;3;10589
152; 63;3;13509
 90; 36;3;13629
 58;122;3;13599
 61; 49;3;12161
 30;102;4;14089
138; 47;4;12163
115; 24;4;10407
103; 31;2;13125
 75; 37;3;14199
164;122;1;13583
 60;114;4;10827
120; 36;3;14193
 86; 47;4;10777
133; 58;4;15566
128; 34;2;12679
 70; 38;4;13055
 72; 64;4;10315
125; 50;3;13469
 93; 90;4;10319
 92; 43;2;13465
 29; 78;2;10551
142; 40;4;10965
152; 37;3;10115
127; 77;4;13509
 44; 74;3;14059
176; 88;2;14199
125; 63;4;13629
155; 62;4;12109
 35;114;4;13587
 87; 37;4;12207
150; 80;4;12169
 68; 52;3;12167
 88; 29;3;13437
 30;113;4;12277
 72; 49;2;10713
104; 49;4;13357
 59; 49;4;13599
 80; 66;3;12107
 87; 30;3;12107
 42;114;3;12349
113; 57;3;10823
162; 46;4;12165
131; 29;2;10707
 61;137;2;10315
 83;136;2;13088
148; 65;3;13347
113; 28;3;13595
 99; 57;3;12627
 27;130;1;13055
102; 37;4;12109
173; 37;4;12555
182; 82;1;12459
157;120;4;10787
120; 62;3;10625
 73; 61;4;13353
141; 49;3;10717
175;105;2;13595
138; 51;3;13467
126; 45;3;10963
 81; 53;3;10709
 17;101;4;10409
164; 22;1;14199
140; 37;3;12049
 91; 35;3;10829
161; 98;4;10559
 36; 72;3;12524
101; 56;4;13088
160;117;4;12059
130; 47;4;13407
 32; 75;3;12559
 72; 50;3;12049
 74; 32;4;12487
111; 23;2;13357
166;109;4;10365
 95; 54;3;12249
100; 38;4;12207
 74; 68;4;12621
102; 54;4;14195
112; 26;3;12357
149; 42;4;13351
 91; 60;4;14050
145; 52;2;12689
 66;125;4;12619
139; 53;3;12349
 41;103;4;10407
133; 75;3;13595
 38; 97;2;12524
 43;101;4;13189
162; 92;3;13599
 95;109;3;12107
 94; 39;3;12059
 44;113;4;12487
 64; 63;4;13089
106; 43;3;12105
129; 36;3;13357
 96;102;4;12526
182;111;1;12205
 86; 33;3;12629
143; 55;4;10623
164; 31;3;12347
 30;104;3;12109
 70; 41;3;12527
 62;125;3;12109
 89; 38;4;12357
 36; 77;2;12349
124; 58;3;10245
 93; 54;4;12687
134; 69;4;12203
163;121;4;10437
136; 66;3;10713
109; 42;3;12526
 72; 70;4;12053
156; 56;4;12437
117; 61;4;10789
 35; 95;4;10178
116; 26;3;12167
112; 39;3;12157
110; 96;4;13505
131; 74;3;10783
125; 32;3;10557
147; 62;3;10965
 52; 56;2;13593
116; 62;3;13189
 31;127;1;13189
 75; 58;3;10969
167; 57;2;13509
146; 89;4;13583
168;111;4;14052
 47;147;1;14195
 98; 26;4;13059
176;108;1;12057
 88; 49;4;12247
150; 53;3;14053
 50; 66;3;13591
 76; 39;3;12105
 66; 43;2;12277
167; 84;4;12559
146; 44;4;12307
101; 61;4;12209
158; 49;4;10405
 80; 48;3;12355
170; 66;2;10785
 72; 55;3;10317
133; 36;3;10823
 29; 84;4;12347
 72; 51;3;13403
113; 40;3;13351
 53;111;4;10407
107; 28;3;12629
 90; 31;3;12205
158; 26;4;14055
121; 59;3;10249
154; 40;3;14052
136; 43;3;12055
112; 51;3;13159
100;109;4;10407
 53; 67;2;12277
 37; 76;3;12305
121; 97;1;13088
 83; 40;3;13599
139; 47;4;10999
 93;108;1;10587
132; 60;4;12557
145; 46;3;10369
 97;102;4;12207
 56;142;2;12305
 21; 96;3;10777
 51; 60;3;10247
166;122;1;12621
 47;152;1;12347
 35;122;4;12685
 49; 60;3;12435
144; 64;4;10707
153; 60;4;13053
125; 49;3;10627
 52;135;1;13053
 88; 50;4;12163
117; 43;3;12051
151; 53;3;12349
113; 32;2;12629
169; 74;4;13347
 73; 79;4;12557
 91; 93;3;13125
125; 47;3;12165
163; 91;4;13403
 85; 59;3;12619
153; 27;3;10557
107; 44;3;12555
 62;102;4;12161
144; 46;3;14163
 76;129;4;10829
 89; 68;4;12347
167; 25;4;12524
151; 34;2;10179
 92;108;4;13057
 24;121;4;12459
158; 71;4;10551
 44;150;2;12051
 33; 85;4;10247
129; 61;3;10825
124; 56;3;13591
 63; 65;3;13125
 22;110;2;10967
142; 61;3;13156
169; 72;1;13088
 94; 40;3;13347
 41; 72;4;13125
104; 31;2;12165
153; 90;4;10439
 76; 64;3;10437
 64; 61;4;14050
100; 40;3;14052
 71; 49;3;10997
 79; 55;4;13187
 98; 30;2;12045
 58; 67;3;12163
158; 42;4;12279
107; 38;2;10961
 63; 71;3;12559
160; 42;4;12681
119; 36;4;12203
 56;117;4;12105
160; 37;3;14053
135; 39;2;12157
 50;152;1;14057
 97; 24;2;13351
 78;114;3;10551
 46;121;4;10999
143; 59;3;10711
154; 80;4;12359
109; 57;4;10785
149; 68;3;12103
 40;119;4;13051
 40;100;3;13587
111; 35;3;13357
120; 26;3;10999
178; 96;1;12165
174; 97;4;10551
141; 63;4;13509
 12; 99;3;13407
 52;127;4;12165
 68; 43;3;10711
153; 66;4;10963
134; 40;4;13051
 46;136;2;14129
152; 42;2;12309
148; 48;3;13599
 99; 60;4;10117
174; 72;2;13509
 94; 97;4;10178
 91; 74;4;12045
104; 51;3;13187
 33;126;2;10965
 61; 50;3;10439
 19; 95;3;13059
105; 45;4;12053
 73;113;4;10625
 71; 33;2;10781
119; 74;4;14053
152; 38;3;13059
149; 45;3;15566
 88; 66;4;14193
134; 33;3;13627
 92; 29;3;13053
 75;133;2;12059
116;109;4;13353
116; 34;4;12619
100;114;4;13407
 88;103;4;13187
 28; 82;4;12159
 52;153;1;12103
101; 36;4;10777
 81;108;4;10969
 60; 61;2;13055
 44; 92;4;13086
147; 61;4;10367
 32; 98;4;12207
142; 44;3;10711
 72; 35;4;12459
 95; 52;3;12309
152; 73;3;13437
 91; 49;3;10961
114; 64;4;10719
165;105;4;13505
 62; 66;2;10715
132; 68;4;12055
123; 48;3;12629
 89; 35;4;14089
 52;114;4;10999
 77;126;4;14199
166;101;3;10777
 59; 61;3;10249
 31;121;3;10779
 24;111;4;13359
 40; 75;4;12559
150; 31;3;10551
170; 69;2;13086
 98; 52;4;12557
 57; 59;4;13086
 89; 52;4;10559
 92; 93;3;10785
164; 41;4;15569
 65; 66;4;12489
140; 31;3;13057
157; 97;4;10551
 70;130;3;12619
 33;122;4;13129
179; 84;3;12309
 35;113;4;12351
 88; 26;4;14109
 50;148;2;12057
101; 50;4;10783
173; 38;3;14050
134; 43;3;12059
 53;117;4;13507
121;111;4;10711
127; 48;3;10439
157;117;4;15566
 19; 91;3;13127
 99; 55;3;10967
147; 99;3;15569
 59; 74;4;12559
121; 60;3;13585
 58; 57;3;10967
100; 58;3;14169
 36;134;4;10997
 96; 44;3;10717
 91; 34;3;12167
 74; 36;3;10551
118; 24;3;14193
165;106;4;10247
 90; 49;4;12305
 43; 74;3;12207
 99; 24;2;13405
150; 86;4;10717
 43;125;4;10823
 35; 73;3;10789
160; 30;2;13599
115; 49;3;12043
 84; 47;3;12161
 46; 69;3;10709
 33; 79;4;12349
 53;110;4;12109
 80; 59;2;12043
110;118;4;13353
146; 43;3;10247
161;114;4;14167
 13; 84;2;12681
 47; 68;3;13439
 39; 97;3;12051
 75; 61;3;14129
159; 26;4;10969
175;102;2;13587
170; 29;3;14059
 56;108;3;10781
 73; 53;3;10317
138; 73;4;12679
165;103;3;12159
 62;129;4;13505
103; 24;1;12555
156; 25;2;13585
 80; 70;4;13467
143; 50;3;12587
 74; 38;2;14167
104; 40;2;13059
156; 91;4;12309
113; 50;2;10777
 49;146;2;12247
125; 44;3;13405
 52;133;3;10407
163;109;3;13359
149; 57;4;13359
112;111;4;15537
141; 55;4;10783
110;103;4;13057
 59;125;3;10779
148;111;2;12055
154; 36;4;13159
147; 84;4;14129
159; 47;3;12043
166; 40;3;10589
 88; 99;4;14197
 93; 57;4;12277
 35;102;4;12169
 73; 78;3;12619
109; 35;3;10965
 32; 89;4;13503
144; 54;3;10319
 97; 36;3;12681
 95; 45;3;12103
136; 60;4;12619
 73;136;3;10587
 79; 57;4;10785
176; 40;1;13435
 85; 94;4;13627
157; 52;3;12353
 63; 54;3;12557
 26; 81;2;14057
139; 31;3;13585
 28;109;4;13591
 65;131;2;14165
148; 41;4;13159
 85;107;4;13158
 93; 50;3;13629
 35; 75;3;15537
155; 44;2;14050
 42;132;3;13127
 51; 54;3;13587
148; 32;2;12359
 87; 51;4;10557
152; 39;3;12487
 54;152;2;10781
168; 68;1;14169
131; 79;4;12681
157; 72;4;12105
165; 89;4;15566
108; 32;3;12619
133; 28;3;10785
112; 91;2;10369
 64;115;3;13585
 67;125;3;10315
 36;118;4;12167
 70; 54;3;12057
 70; 67;3;10557
157; 79;4;12207
119; 54;4;14052
 94; 47;2;10318
133; 69;4;12101
115; 56;2;14195
 23; 82;4;13587
 57;141;2;10243
 78; 67;3;12629
117; 30;2;13127
 69; 57;3;12351
157; 50;3;13469
142; 72;4;13435
172; 71;4;10115
 95; 92;4;13597
 65;116;2;12683
 45;122;3;10315
 63; 55;3;10717
 65; 47;2;10178
151; 65;3;10717
121; 52;3;13089
 72;136;2;13585
158; 93;4;13593
 63;130;2;13585
169;114;4;10315
 73; 55;3;12307
113; 41;3;12459
 40;138;2;12165
 97;111;1;10557
 50; 62;4;12487
154; 45;2;10717
 36;104;4;10711
 69;125;4;13355
 44;120;3;13089
117; 72;4;12685
183; 96;1;13053
 46; 62;3;10178
155; 96;4;12053
 84; 99;4;10318
108; 44;3;10179
161; 96;4;10719
160; 27;3;12167
176;105;2;10625
 88; 61;4;12435
164;112;4;10827
162; 26;2;10627
103; 37;3;12687
102; 50;3;13591
164; 93;3;13088
120; 60;3;10249
134; 37;3;14057
 78; 44;3;10369
 35; 79;4;15569
162;118;4;12045
 18; 97;4;14163
157; 26;4;10407
 60; 85;4;12359
177; 91;1;12107
 95; 56;3;12107
 71; 43;2;13057
 30;137;3;14197
 58; 65;3;13439
 72;115;4;12459
 55; 54;3;12679
117; 24;3;10711
 86; 59;2;10963
 44;122;3;13057
 49; 58;3;12489
 36; 78;3;13591
168; 38;3;14059
 37;146;1;13437
166; 93;4;10585
 38;135;1;13349
108; 52;4;14199
139; 58;4;12103
 92; 51;4;12687
163; 86;4;12101
 80;114;4;10825
 61; 57;3;14059
 54;121;4;14059
147; 55;4;12249
114; 32;2;13129
 30;135;2;10825
 53;119;4;13125
160; 31;2;10963
 34; 73;4;12524
 92; 28;3;13465
 81;106;4;12051
 83;106;4;12619
 90; 42;4;12681
 83; 34;3;10787
 47; 71;3;14057
 62;103;3;10559
 49; 70;2;12059
 55; 59;3;13503
 66; 56;2;12109
111; 50;3;13465
123; 62;3;10715
 77; 60;3;12355
 51;123;4;13353
 83;103;3;12043
116; 49;3;14050
111; 47;3;12681
168;119;4;12169
138; 56;3;12347
 55; 64;3;12526
115; 34;4;12629
145; 38;3;13627
161; 92;3;14195
153; 56;3;12685
 83; 59;4;13055
105; 37;3;12305
 76;119;4;10115
 82; 39;3;10781
148; 88;4;12305
185; 97;1;12589
143; 42;3;13187
160;116;4;12163
 51;106;4;10829
152; 62;3;13053
 35; 77;2;13467
180;114;3;13591
159; 31;3;13503
 96; 70;4;14053
 88; 97;3;10117
 79; 49;3;10589
 86; 60;3;10719
171; 97;1;10787
148; 42;3;12309
120;116;4;12679
149; 71;4;10629
 30; 86;4;12679
 55; 51;4;12207
 58;145;2;14053
117; 48;4;10365
141; 65;3;15537
 58; 71;3;13051
 45;120;3;10627
 41;136;2;12557
177; 89;2;13051
110;113;3;10969
130; 62;3;13505
132; 39;3;12059
106; 27;2;14169
 46;129;4;12683
118; 53;4;12679
137; 50;3;12683
103; 47;2;10623
157; 29;4;12203
 84; 36;2;10823
107; 42;3;10589
 79;108;4;13587
 99; 48;3;12203
127; 64;4;10961
 25;108;4;12277
 77; 99;4;14195
 79; 50;3;13467
 51; 56;2;13503
 56;150;2;10825
 59;112;4;13581
 63;146;3;12619
184; 87;3;12619
 83;109;3;10829
158; 27;4;13629
 80;107;4;13627
128; 61;4;13089
114; 53;3;13439
 47; 67;3;12353
168; 63;4;12353
169; 27;3;12167
109; 64;4;12683
117; 67;4;12459
172;120;1;10777
133; 51;3;13351
123; 52;3;15537
132; 58;4;12247
139; 54;3;10717
171; 82;1;12524
 89; 39;4;10318
 53;128;4;10247
125; 75;4;14199
 90; 93;3;10559
106; 29;3;13585
147; 35;3;10717
 72;120;4;10117
139; 44;3;12203
 79;106;3;12524
 28;112;4;14129
 82; 40;3;13159
123; 67;3;13507
 31;129;2;10369
 75; 71;4;12629
 42; 67;4;10961
 53; 57;2;10965
 83; 41;3;10787
125; 67;4;10409
157; 43;4;10409
 58; 58;3;12435
 66; 65;4;12527
136; 40;2;13158
 46;104;4;12209
 49;106;4;13435
 47;153;2;13627
145; 42;3;13595
 88; 57;3;14169
 76;116;4;12167
 29; 87;4;10783
 40; 93;4;10783
 73; 65;4;14195
128; 39;4;10245
139; 30;2;10437
126; 66;4;10707
113; 37;4;12161
 31;126;2;10629
 77;127;4;12435
122; 24;1;12439
 71; 47;2;12165
 90; 33;3;12159
125; 45;2;13355
100; 25;2;10553
118; 71;4;10179
137; 63;3;12103
 77;111;4;12619
 59;123;4;12685
 50; 78;2;13505
149; 65;3;12047
 76; 55;3;10245
 45;109;3;13349
151; 74;4;12681
 64; 60;3;12103
149; 61;4;12459
 89;132;4;13055
128; 36;3;10999
103; 49;3;12623
131; 53;2;14197
 74;120;4;13347
 38;141;1;12623
 91;127;1;10967
131; 69;4;12435
128; 49;4;12165
174; 41;2;10553
 64; 44;3;13505
 58; 56;3;13505
 80;128;4;10409
 86;103;3;10437
 90; 40;4;13405
 76; 47;4;12683
 89; 91;4;13059
152; 25;1;12161
164; 34;2;12683
138; 45;3;12627
139; 50;3;14052
 94; 63;4;10715
 40; 73;4;10437
167; 39;2;14163
 68; 73;4;10117
 91;108;2;13355
131; 99;2;13435
128; 68;4;12489
171;119;4;10557
 58;120;4;10117
 58; 49;4;10713
 93;105;3;12099
 78; 57;3;13127
141; 58;3;13349
176; 75;3;13585
151; 89;3;10589
164; 38;3;13593
 23; 94;4;12279
171; 81;3;10717
119; 28;3;10777
 59; 58;2;10553
115; 40;4;13435
 87;122;4;13469
 38;119;4;12209
172; 90;1;10553
160; 35;3;13357
104;120;4;14165
 87; 48;4;15566
150;101;4;13503
151; 26;1;15537
 26;118;4;10783
 84; 56;3;12107
 59; 56;3;15537
150; 32;2;10969
178; 91;2;13353
138; 52;3;12619
 86;123;4;13589
186; 99;2;13057
132; 57;3;14089
108; 43;3;14109
101; 32;3;12059
185; 95;1;12687
167; 87;3;12619
143; 62;3;14052
157; 82;4;12205
 29;136;1;10318
 64; 47;3;13435
 93;103;4;14129
 50; 72;4;12045
160; 49;3;12685
 82; 55;4;12487
 68;114;4;12209
137; 61;4;12681
 87;125;4;12163
 57;149;3;12161
122; 59;2;10783
 55; 71;3;12101
 26;103;1;12305
 59; 67;3;15537
131; 64;3;13089
 32; 76;4;10713
 63; 58;3;10709
128; 65;3;10717
121; 65;3;12351
 58; 51;3;12349
 53; 76;4;10717
168; 24;3;10245
118; 62;4;14057
170; 32;4;12435
 73; 36;4;12587
 70; 49;2;14165
 70;122;4;12489
136; 59;3;10999
162;121;4;13351
 46;120;4;12161
 42; 62;3;10827
 67;140;1;10709
120; 49;4;12619
126; 27;4;12589
137; 31;3;10717
 83; 45;2;13589
115; 91;2;12459
 54; 74;4;12307
 20; 91;3;12159
166; 35;4;14089
127; 58;4;12045
 36;101;4;10587
111;119;4;12249
134; 35;3;10781
172;117;2;12524
136; 57;3;13435
133; 37;3;10827
 31; 87;2;15569
175; 99;2;12049
127; 33;2;10627
 72;131;2;13129
111; 39;3;13053
144; 48;4;12109
160; 97;4;13158
159;108;4;10409
176;122;2;13158
 31;133;2;10823
 29;137;2;12526
 74; 77;4;12687
158; 31;4;13158
